0.222059	0.152941	
0.1375	0.131618	
0.233823	0.163235	
0.224265	0.255882	
0.233823	0.169853	
0.157353	0.235294	
0.186029	0.261765	
0.136765	0.1875	
0.133823	0.252941	
0.247059	0.126471	
0.244118	0.199265	
0.157353	0.196323	
0.177941	0.244118	
0.220588	0.199265	
0.202206	0.133823	
0.25	0.155882	
0.169118	0.185294	
0.240441	0.159559	
0.175	0.133823	
0.258823	0.253676	
0.145588	0.1625	
0.207353	0.245588	
0.247794	0.132353	
0.225735	0.148529	
0.161029	0.152941	
0.257353	0.266176	
0.197059	0.258088	
0.269118	0.246323	
0.177941	0.242647	
0.186029	0.183824	
0.269118	0.175735	
0.263235	0.2375	
0.256618	0.134559	
0.146324	0.242647	
0.230147	0.197794	
0.227941	0.219853	
0.2375	0.231618	
0.239706	0.268382	
0.263971	0.138971	
0.221323	0.232353	
0.147059	0.205882	
0.202206	0.193382	
0.216176	0.225735	
0.127941	0.206618	
0.232353	0.224265	
0.139706	0.2125	
0.211029	0.157353	
0.222059	0.140441	
0.175	0.260294	
0.236029	0.151471	
0.254412	0.1375	
0.138971	0.219853	
0.259559	0.135294	
0.247059	0.15	
0.223529	0.132353	
0.200735	0.172059	
0.255882	0.171324	
0.268382	0.181618	
0.176471	0.244118	
0.155147	0.130882	
0.225	0.188235	
0.269118	0.154412	
0.128676	0.197794	
0.150735	0.241912	
0.249265	0.175	
0.211029	0.247059	
0.183824	0.264706	
0.166912	0.191176	
0.125735	0.152941	
0.245588	0.256618	
0.233823	0.173529	
0.155882	0.153676	
0.239706	0.134559	
0.238235	0.270588	
0.218382	0.161765	
0.265441	0.219118	
0.164706	0.175	
0.261765	0.129412	
0.257353	0.200735	
0.230882	0.167647	
0.172059	0.141912	
0.206618	0.233823	
0.247059	0.222059	
0.182353	0.198529	
0.152941	0.243382	
0.217647	0.132353	
0.131618	0.252206	
0.260294	0.222794	
0.223529	0.144118	
0.175	0.266912	
0.224265	0.205147	
0.131618	0.155147	
0.199265	0.221323	
0.269118	0.191912	
0.220588	0.188971	
0.236765	0.252206	
0.138971	0.138971	
0.201471	0.2625	
0.127206	0.147059	
0.170588	0.174265	
0.251471	0.245588	
0.228676	0.238971	
0.253676	0.133088	
0.139706	0.151471	
0.136029	0.124265	
0.191912	0.180882	
0.215441	0.131618	
0.158824	0.152941	
0.239706	0.199265	
0.219118	0.203676	
0.184559	0.211765	
0.128676	0.252206	
0.144853	0.233088	
0.138971	0.230882	
0.211765	0.189706	
0.178676	0.191176	
0.268382	0.170588	
0.235294	0.200735	
0.228676	0.125	
0.269118	0.225	
0.180147	0.177941	
0.1375	0.159559	
0.222794	0.1875	
0.227206	0.175735	
0.126471	0.159559	
0.213971	0.232353	
0.188971	0.129412	
0.208823	0.248529	
0.163971	0.172794	
0.152941	0.147794	
0.238971	0.181618	
0.165441	0.227206	
0.260294	0.213235	
0.165441	0.1375	
0.2125	0.241176	
0.138235	0.152941	
0.224265	0.198529	
0.229412	0.144118	
0.2125	0.247059	
0.247059	0.144118	
0.188235	0.244853	
0.214706	0.267647	
0.195588	0.186765	
0.257353	0.260294	
0.210294	0.258823	
0.195588	0.211765	
0.129412	0.194853	
0.135294	0.193382	
0.165441	0.175735	
0.163971	0.178676	
0.221323	0.260294	
0.263235	0.161029	
0.151471	0.158824	
0.166912	0.133088	
0.216176	0.216912	
0.166176	0.171324	
0.182353	0.259559	
0.233823	0.194118	
0.223529	0.247059	
0.244853	0.166176	
0.241912	0.190441	
0.198529	0.211765	
0.241912	0.251471	
0.148529	0.183824	
0.243382	0.188971	
0.125	0.1375	
0.205882	0.205882	
0.15	0.145588	
0.266912	0.264706	
0.2625	0.198529	
0.132353	0.265441	
0.172059	0.188235	
0.136029	0.236029	
0.185294	0.183824	
0.267647	0.213235	
0.129412	0.172059	
0.258823	0.209559	
0.226471	0.224265	
0.235294	0.192647	
0.226471	0.241176	
0.198529	0.158088	
0.236029	0.264706	
0.266912	0.232353	
0.163971	0.238971	
0.247059	0.161029	
0.169853	0.217647	
0.228676	0.139706	
0.257353	0.268382	
0.173529	0.155147	
0.169853	0.250735	
0.270588	0.177941	
0.173529	0.166912	
0.166176	0.221323	
0.217647	0.188971	
0.198529	0.161029	
0.185294	0.154412	
0.388971	0	
0.336765	0.348529	
0.0397059	0.0374999	
0.1125	0.288235	
